EOMONTH,Customer Name,Product Level 1,Product Level 2,Product Level 3,Product Level 4,      Sum of Net Amount      ,Comment
31-12-26,JADEJA BOOK CENTER,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A4 200 PGS CB BANK SQ,,"199,182",
31-12-26,JADEJA BOOK CENTER,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A4 48 PGS CB BANK GRAPH,,"25,213",
31-12-26,JADEJA BOOK CENTER,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A4 96 PGS CB BANK GRAPH,,"49,165",
31-12-26,JADEJA BOOK CENTER,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A4 96 PGS CB BANK PLAIN,,"49,165",
31-12-26,JADEJA BOOK CENTER,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A4 96 PGS CB BANK SL,,"233,219",
31-12-26,JADEJA BOOK CENTER,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A4 96 PGS CB BANK SQ,,"46,644",
31-12-26,JADEJA BOOK CENTER,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A5 120 PGS CB BANK SL,,"419,795",
31-12-26,JADEJA BOOK CENTER,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A5 120 PGS CB BANK SQ,,"46,644",
31-12-26,JADEJA BOOK CENTER,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A5 200 PGS CB BANK SL,,"124,489",
31-12-26,JADEJA BOOK CENTER,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A5 200 PGS CB BANK SQ,,"49,795",
31-12-26,JADEJA BOOK CENTER,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A5 32 PGS CB BANK SL,,"95,809",
31-12-26,JADEJA BOOK CENTER,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A5 32 PGS CB BANK SQ,,"23,952",
31-12-26,JADEJA BOOK CENTER,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A5 48 PGS CB BANK SL,,"191,618",
31-12-26,JADEJA BOOK CENTER,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A5 48 PGS CB BANK SQ,,"47,905",
31-12-26,JADEJA BOOK CENTER,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A5 48 PGS CB PLAIN,,"25,213",
31-12-26,JADEJA BOOK CENTER,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A5 64 PGS CB BANK SL,,"264,736",
31-12-26,JADEJA BOOK CENTER,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A5 64 PGS CB BANK SQ,,"52,947",
31-12-26,JADEJA BOOK CENTER,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A5 96 PGS CB BANK SL,,"326,507",
31-12-26,JADEJA BOOK CENTER,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A5 96 PGS CB BANK SQ,,"46,644",
31-12-26,JADEJA BOOK CENTER,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- PRINCE,PRINCE RULLED PAPER A4 BANK,,"56,477",
31-12-26,JAPPY ENTERPRISES,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A4 120 PGS CB BANK SL,,"7,721",
31-12-26,JAPPY ENTERPRISES,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A4 120 PGS CB BANK SQ,,"7,721",
31-12-26,JAPPY ENTERPRISES,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A4 200 PGS CB BANK SL,,"15,638",
31-12-26,JAPPY ENTERPRISES,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A4 200 PGS CB BANK SQ,,"3,909",
31-12-26,JAPPY ENTERPRISES,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A4 64 PGS CB BANK SL,,"4,300",
31-12-26,JAPPY ENTERPRISES,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A4 80 PGS CB BANK SL,,"4,300",
31-12-26,JAPPY ENTERPRISES,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A4 96 PGS CB BANK SL,,"7,526",
31-12-26,JAPPY ENTERPRISES,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A4 96 PGS CB BANK SQ,,"3,763",
31-12-26,JAPPY ENTERPRISES,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A5 120 PGS CB BANK SL,,"7,721",
31-12-26,JAPPY ENTERPRISES,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A5 120 PGS CB BANK SQ,,"3,861",
31-12-26,JAPPY ENTERPRISES,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A5 200 PGS CB BANK SL,,"7,819",
31-12-26,JAPPY ENTERPRISES,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A5 200 PGS CB BANK SQ,,"3,909",
31-12-26,JAPPY ENTERPRISES,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A5 96 PGS CB BANK SL,,"7,526",
31-12-26,JAPPY ENTERPRISES,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A5 96 PGS CB BANK SQ,,"3,763",
31-12-26,JAPPY ENTERPRISES,TRADING,PRINTING PAPER,PRINTING PAPER A1 NEWSPRINT,,"151,489",
31-12-26,JAPPY ENTERPRISES,TRADING,PRINTING PAPER,PRINTING PAPER B,,"112,395",
31-12-26,JAPPY ENTERPRISES,TRADING,PRINTING PAPER,PRINTING PAPER B60GSM,,"224,790",
31-12-26,JAPPY ENTERPRISES,TRADING,PRINTING PAPER,PRINTING PAPER CB 250 GSM,,"28,343",
31-12-26,JAWARE AGENCIES,TRADING,PRINTING PAPER,PRINTING PAPER B70GSM,,"144,159",
31-12-26,JEEL BOOKSHOP LIMITED,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A4 120 PGS CB BANK SL,,"11,193",
31-12-26,JEEL BOOKSHOP LIMITED,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A4 120 PGS CB BANK SQ,,"3,731",
31-12-26,JEEL BOOKSHOP LIMITED,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A4 200 PGS CB BANK SL,,"11,629",
31-12-26,JEEL BOOKSHOP LIMITED,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A4 200 PGS CB BANK SQ,,"3,876",
31-12-26,JEEL BOOKSHOP LIMITED,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A5 120 PGS CB BANK SL,,"11,193",
31-12-26,JEEL BOOKSHOP LIMITED,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A5 120 PGS CB BANK SQ,,"3,731",
31-12-26,JEEL BOOKSHOP LIMITED,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A5 200 PGS CB BANK SL,,"11,629",
31-12-26,JEEL BOOKSHOP LIMITED,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A5 200 PGS CB BANK SQ,,"3,876",
31-12-26,Joan,(blank),(blank),(blank),,"-2,268,676",
31-12-26,Joyce,EXERCISE BOOK,Joyce,(blank),,"171,291",
31-12-26,Joyce,EXERCISE BOOK,SCHOOL EXERCISE BOOKS,(blank),,"166,667",
31-12-26,Joyce,EXERCISE BOOK,(blank),(blank),,"261,828",
31-12-26,Joyce,OTHER,(blank),(blank),,"400,000",
31-12-26,Joyce,(blank),(blank),(blank),,"-1,193,943",
31-12-26,Judy,EXERCISE BOOK,SCHOOL EXERCISE BOOKS,(blank),,"166,667",
31-12-26,Judy,(blank),(blank),(blank),,"-19,282",
31-12-26,KALYET BOOKSHOP & STATIONERS LTD,EXERCISE BOOK,(blank),(blank),,"190,323",
31-12-26,KALYET BOOKSHOP & STATIONERS LTD,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- PRINCE,PRINCE SHORT HAND A5 SIDE BINDING,,"72,069",
31-12-26,KALYET BOOKSHOP & STATIONERS LTD,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- SWARA,SWARA READY COVER A4 10'S,,"212,414",
31-12-26,KARIBU TRADING CO LTD,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A3 40 PGS MANILA DRAWING,,"15,118",
31-12-26,KARIBU TRADING CO LTD,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- PRINCE,PRINCE HARD COVER A6 BANK (NO.4),,"9,691",
31-12-26,Keenda,PACKAGING,CARTON,(blank),,"800,000",
31-12-26,Keenda,(blank),(blank),(blank),,"-387,821",
31-12-26,KEL CHEMICALS LTD,COMPUTER PAPER AND PHOTOCOPY PAPER,PHOTOCOPY PAPER A4,(blank),,"45,406",
31-12-26,KEL CHEMICALS LTD,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY - PURCHASE TRADING,PEN,,170,
31-12-26,KEL CHEMICALS LTD,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY - PURCHASE TRADING,PRITT GLUE STICK,,"1,703",
31-12-26,KEL CHEMICALS LTD,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY - PURCHASE TRADING,TRADING GENERAL STATIONERY,,"4,616",
31-12-26,KENYA HYDRAULICS LTD,COMPUTER PAPER AND PHOTOCOPY PAPER,PHOTOCOPY PAPER A4,(blank),,"55,156",
31-12-26,KENYA HYDRAULICS LTD,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY - PURCHASE TRADING,DL ENVELOPE BROWN 500'S,,"4,076",
31-12-26,KERICHO BOOKSELLERS LIMITED,COMPUTER PAPER AND PHOTOCOPY PAPER,COMPUTER PAPER PRINTED,COMPUTER PAPER PRE PRINTED  9.5 X 11- 3PART,,"116,988",
31-12-26,KERICHO BOOKSELLERS LIMITED,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- PRINCE,PRINCE COUNTER BOOK 2Q BANK,,"13,554",
31-12-26,KERICHO BOOKSELLERS LIMITED,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- PRINCE,PRINCE COUNTER BOOK 3Q BANK,,"14,087",
31-12-26,KERICHO BOOKSELLERS LIMITED,TRADING,MG COVER,MG COVER - BLUE,,"5,799",
31-12-26,KERICHO BOOKSELLERS LIMITED,TRADING,MG COVER,MG COVER - GREEN,,"5,799",
31-12-26,KERICHO BOOKSELLERS LIMITED,TRADING,MG COVER,MG COVER - PINK,,"5,799",
31-12-26,KERICHO PRINTERS & STATIONERS,TRADING,MG COVER,MG COVER - BLUE,,"21,724",
31-12-26,KERICHO PRINTERS & STATIONERS,TRADING,MG COVER,MG COVER - GREEN,,"43,448",
31-12-26,KERICHO PRINTERS & STATIONERS,TRADING,MG COVER,MG COVER - PINK,,"43,448",
31-12-26,KHETIA DRAPPER LTD,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY HI-5,HI-5 SCRAPE BOOK 25CM X 13.7CM,,"16,475",
31-12-26,KHETIA DRAPPER LTD,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- PRINCE,PRINCE COUNTER BOOK 2Q BANK,,"87,867",
31-12-26,KHETIA DRAPPER LTD,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- PRINCE,PRINCE COUNTER BOOK 3Q BANK,,"79,904",
31-12-26,KHETIA DRAPPER LTD,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- PRINCE,PRINCE COUNTER BOOK 4Q BANK,,"163,500",
31-12-26,KHETIA DRAPPER LTD,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- PRINCE,PRINCE HARD COVER A5 BANK,,"60,768",
31-12-26,KHETIA DRAPPER LTD,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- PRINCE,PRINCE PETTY CASH A5 BANK WITH COVER..,,"1,000",
31-12-26,KHETIA DRAPPER LTD,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- PRINCE,PRINCE PETTY CASH A6 BANK,,836,
31-12-26,KHETIA DRAPPER LTD,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- PRINCE,PRINCE PETTY CASH A6 BANK WITH COVER,,"13,748",
31-12-26,KHETIA DRAPPER LTD,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- PRINCE,PRINCE SHORT HAND A5 TOP BINDING,,"25,762",
31-12-26,KHETIA DRAPPER LTD,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- PRINCE,PRINCE SPIRAL NOTE BOOK SIDE BINDING A6,,"7,379",
31-12-26,KHETIA DRAPPER LTD,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- PRINCE,PRINCE SPIRAL NOTE BOOK TOP BINDING NO.3,,"6,999",
31-12-26,KHETIA DRAPPER LTD,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- PRINCE,SPIRAL NOTEBOOK A4 SIDE BINDING,,"6,999",
31-12-26,KHETIA DRAPPER LTD,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- SWARA,SWARA COUNTER BOOK 2QNP,,"33,892",
31-12-26,KHETIA DRAPPER LTD,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- SWARA,SWARA COUNTER BOOK 3QNP,,"47,248",
31-12-26,KHETIA DRAPPER LTD,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- SWARA,SWARA HARD COVER A5 NP,,"26,203",
31-12-26,KHETIA DRAPPER LTD,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- SWARA,SWARA PETTY CASH A6 NP,,"8,749",
31-12-26,KHETIA DRAPPER LTD,LABEL,LABEL - PLAIN,PLAIN - THERMAL LABEL - 27*27MM,,"307,657",
31-12-26,KHETIA DRAPPER LTD,LABEL,LABEL - PLAIN,PLAIN - THERMAL LABEL - 43*58MM,,"153,829",
31-12-26,KIBUYE MATT LIMITED,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A4 120 PGS CB BANK SL,,"38,117",
31-12-26,KITABU TRADING CO. LTD,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A4 200 PGS CB BANK SQ,,"18,655",
31-12-26,KITABU TRADING CO. LTD,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- PRINCE,PRINCE HARD COVER A6 BANK (NO.4),,"25,584",
31-12-26,LEBO FLEX,LABEL,LABEL - PLAIN,PLAIN - THERMAL LABEL - OTHER,,"28,204",
31-12-26,LEBO FLEX,TRADING,SILVER LABEL,(blank),,"16,923",
31-12-26,LECYN AGENCIES,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- PRINCE,PRINCE HARD COVER A6 BANK (NO.4),,"18,607",
31-12-26,LECYN AGENCIES,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- PRINCE,PRINCE SPIRAL NOTE BOOK TOP BINDING A6,,"8,993",
31-12-26,LEELSNET EXAMS & STATIONERS2024,TRADING,PRINTING PAPER,PRINTING PAPER A1 NEWSPRINT,,"75,744",
31-12-26,LEELSNET EXAMS & STATIONERS2024,TRADING,PRINTING PAPER,PRINTING PAPER B60GSM,,"44,372",
31-12-26,LEGY TECH,COMPUTER PAPER AND PHOTOCOPY PAPER,COMPUTER PAPER PRINTED,COMPUTER PAPER PRE PRINTED  9.5 X 11- 3PART,,"61,134",
31-12-26,LIGHTPULSE,COMPUTER PAPER AND PHOTOCOPY PAPER,PHOTOCOPY PAPER A4,(blank),,"205,234",
31-12-26,LIZMA KENYA LIMITED,PACKAGING,PLAIN CARTON,3 PLY PLAIN CARTON,,"65,951",
31-12-26,LUCAS MUTISYA,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY - PURCHASE TRADING,PAPER CORE,,"12,260",
31-12-26,LUREKO BOOKSHOP,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A4 48 PGS CB BANK GRAPH,,"7,593",
31-12-26,LYNX DISTRIBUTORS LTD,LABEL,LABEL - PLAIN,PLAIN - THERMAL LABEL - 32*57MM,,"17,862",
31-12-26,LYNX DISTRIBUTORS LTD,LABEL,LABEL - PLAIN,PLAIN - THERMAL LABEL - OTHER,,"8,110",
31-12-26,MAGUNA-NDU WHOLESALERS K LTD,COMPUTER PAPER AND PHOTOCOPY PAPER,COMPUTER PAPER PLAIN,COMPUTER PAPER PLAIN 9.5 X 11 - 2 PART,,"1,110,450",
31-12-26,MAGUNA-NDU WHOLESALERS K LTD,ETR,ETR PLAIN,ETR THERMAL RECEIPT ROLL PLAIN 79*80MM,,"173,057",
31-12-26,MAHAVIR SCHOOL AND OFFICE STATIONERS LIMITED,TRADING,PRINTING PAPER,PRINTING PAPER MANILA 220GSM 51*76CM,,"8,448",
31-12-26,MAINA STATIONARY ENTERPRISES,TRADING,PRINTING PAPER,PRINTING PAPER A1 NEWSPRINT,,"43,981",
31-12-26,MAISHAMART LIMITED,PACKAGING,CAKE BOX  PLAIN,CAKE BOX 5*5*4,,"20,170",
31-12-26,Management,OTHER,(blank),(blank),,"545,455",
31-12-26,Management,(blank),(blank),(blank),,"-545,004",
31-12-26,MARIHUB DISCOUNT STORE,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A4 96 PGS CB BANK SL,,"35,185",
31-12-26,MARIHUB DISCOUNT STORE,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A5 48 PGS CB BANK SL,,"18,081",
31-12-26,MARIHUB DISCOUNT STORE,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A5 64 PGS CB BANK SL,,"36,064",
31-12-26,MARIHUB DISCOUNT STORE,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A5 64 PGS CB BANK SQ,,"4,007",
31-12-26,MARIHUB DISCOUNT STORE,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A5 96 PGS CB BANK SL,,"42,221",
31-12-26,MARIHUB DISCOUNT STORE,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A5 96 PGS CB BANK SQ,,"10,555",
31-12-26,MARIHUB DISCOUNT STORE,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A5 96 PGS CB BP GRAPH,,"8,112",
31-12-26,MAROO POLYMER LTD,COMPUTER PAPER AND PHOTOCOPY PAPER,COMPUTER PAPER PRINTED,COMPUTER PAPER PRE PRINTED  9.5 X 11- 4PART,,"45,215",
31-12-26,MAROO POLYMER LTD,LABEL,LABEL - PRE PRINTED,PRINTED LABELS,,"72,414",
31-12-26,MARUTI OFFICE SUPPLIES,COMPUTER PAPER AND PHOTOCOPY PAPER,COMPUTER PAPER PLAIN,COMPUTER PAPER PLAIN 14.5 X 11 - 2 PART,,"11,779",
31-12-26,MARUTI OFFICE SUPPLIES,COMPUTER PAPER AND PHOTOCOPY PAPER,COMPUTER PAPER PLAIN,COMPUTER PAPER PLAIN 9.5 X 11 - 3 PART,,"80,360",
31-12-26,MARUTI OFFICE SUPPLIES,COMPUTER PAPER AND PHOTOCOPY PAPER,COMPUTER PAPER PLAIN,COMPUTER PAPER PLAIN 9.5 X 11 - 4 PART,,"19,992",
31-12-26,MARUTI OFFICE SUPPLIES,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- PRINCE,PRINCE TYPING PAPER A4 BANK,,"1,825",
31-12-26,MARUTI OFFICE SUPPLIES,TRADING,PRINTING PAPER,PRINTING PAPER A1 NEWSPRINT,,"32,828",
31-12-26,MARY WANJIKU MBARIA,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A5 120 PGS CB BANK SL,,"19,303",
31-12-26,MARY WANJIKU MBARIA,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A5 120 PGS CB BANK SQ,,"3,861",
31-12-26,MARY WANJIKU MBARIA,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A5 96 PGS CB BANK SL,,"3,763",
31-12-26,MARY WANJIKU MBARIA,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A5 96 PGS CB BANK SQ,,"3,763",
31-12-26,MARY WANJIKU MBARIA,TRADING,PRINTING PAPER,PRINTING PAPER A1 NEWSPRINT,,"219,903",
31-12-26,MATHAI SUPERMARKETS LTD,ETR,ETR PRE - PRINTED,ETR THERMAL RECEIPT ROLLS PRE-PRINTED 79*80MM,,"646,561",
31-12-26,MBUMA STATIONERS LTD.,TRADING,MG COVER,MG COVER - BLUE,,"21,502",
31-12-26,MBUMA STATIONERS LTD.,TRADING,MG COVER,MG COVER - GREEN,,"43,003",
31-12-26,MBUMA STATIONERS LTD.,TRADING,MG COVER,MG COVER - PINK,,"21,502",
31-12-26,MEEMAW TRADERS LTD,COMPUTER PAPER AND PHOTOCOPY PAPER,COMPUTER PAPER PLAIN,COMPUTER PAPER PLAIN 9.5 X 11 - 3 PART,,"5,848",
31-12-26,MERCYVILLE ENTERPRISES,COMPUTER PAPER AND PHOTOCOPY PAPER,COMPUTER PAPER PLAIN,COMPUTER PAPER PLAIN 9.5 X 8,,"16,325",
31-12-26,MICKEL ENTERPRISES,TRADING,PRINTING PAPER,PRINTING PAPER A1 NEWSPRINT,,"29,320",
31-12-26,MICKEL ENTERPRISES,TRADING,PRINTING PAPER,PRINTING PAPER B60GSM,,"22,479",
31-12-26,MINIMAX ENTERPRISES,LABEL,KEBS,PRINTED KEBS LABEL - 19*13MM - SMALL,,"10,216",
31-12-26,MINIMAX ENTERPRISES,LABEL,LABEL - PLAIN,PLAIN - THERMAL LABEL - 32*57MM,,"10,358",
31-12-26,MINIMAX ENTERPRISES,OTHER,PLATE CHARGE & ORIGINATION,(blank),,"2,365",
31-12-26,MODERN LITHOGRAPHIC K LIMITED,TRADING,MG COVER,MG COVER - PINK,,"1,490,162",
31-12-26,MODERN LITHOGRAPHIC K LIMITED,TRADING,PRINTING PAPER,PRINTING PAPER ART PAPER,,"649,312",
31-12-26,MODERN OFFICE SUPPLIES LTD,COMPUTER PAPER AND PHOTOCOPY PAPER,COMPUTER PAPER PLAIN,COMPUTER PAPER PLAIN 9.5 X 11 - 3 PART,,"32,313",
31-12-26,MODERN OFFICE SUPPLIES LTD,COMPUTER PAPER AND PHOTOCOPY PAPER,PHOTOCOPY PAPER A4,(blank),,"46,578",
31-12-26,MODERN OFFICE SUPPLIES LTD,TRADING,PRINTING PAPER,PRINTING PAPER B70GSM,,"4,561",
31-12-26,MOMAI SCHOOL AND OFFICE STATIONERS LTD,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- PRINCE,PRINCE FLIPCHART A1 BP,,"28,966",
31-12-26,MOMAI SCHOOL AND OFFICE STATIONERS LTD,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- SWARA,SWARA RULLED PAPER A4 NP,,"7,724",
31-12-26,MOMAI SCHOOL AND OFFICE STATIONERS LTD,TRADING,PRINTING PAPER,PRINTING PAPER MANILA 220GSM 51*76CM,,"8,448",
31-12-26,MWANGAZA STATIONERS LTD,COMPUTER PAPER AND PHOTOCOPY PAPER,COMPUTER PAPER PLAIN,COMPUTER PAPER PLAIN 9.5 X 11 - 3 PART,,"53,876",
31-12-26,MWANGAZA STATIONERS LTD,COMPUTER PAPER AND PHOTOCOPY PAPER,COMPUTER PAPER PRINTED,COMPUTER PAPER PRE PRINTED  9.5 X 11- 3PART,,"96,552",
31-12-26,NAIVAS LIMITED,COMPUTER PAPER AND PHOTOCOPY PAPER,COMPUTER PAPER PLAIN,COMPUTER PAPER 1 PART,,"92,705",
31-12-26,NAJIMA JAAFAR WAMBUA,COMPUTER PAPER AND PHOTOCOPY PAPER,COMPUTER PAPER PLAIN,COMPUTER PAPER PLAIN 9.5 X 11 - 3 PART,,"9,326",
31-12-26,NAXPAR ENTERPRISES LTD,EXERCISE BOOK,EXERCISE BOOKS - SWARA,SWARA EXERCISE BOOK -  A4 120 PGS CB NP SL,,"132,759",
31-12-26,NAXPAR ENTERPRISES LTD,EXERCISE BOOK,EXERCISE BOOKS - SWARA,SWARA EXERCISE BOOK -  A4 120 PGS CB NP SQ,,"26,552",
31-12-26,NAXPAR ENTERPRISES LTD,EXERCISE BOOK,EXERCISE BOOKS - SWARA,SWARA EXERCISE BOOK -  A4 48 PGS CB NP SL,,"26,552",
31-12-26,NAXPAR ENTERPRISES LTD,EXERCISE BOOK,EXERCISE BOOKS - SWARA,SWARA EXERCISE BOOK -  A4 64 PGS CB NP SL,,"119,483",
31-12-26,NAXPAR ENTERPRISES LTD,EXERCISE BOOK,EXERCISE BOOKS - SWARA,SWARA EXERCISE BOOK -  A4 64 PGS CB NP SQ,,"53,103",
31-12-26,NDALEX DIGITAL TECHNOLOGY,TRADING,PAPER REELS,PAPER REELS,,"126,280",
31-12-26,Neema,OTHER,(blank),(blank),,"500,000",
31-12-26,Neema,(blank),(blank),(blank),,"-318,310",
31-12-26,NEWKEN PRINTERS LIMITED,TRADING,PRINTING PAPER,PRINTING PAPER A1 NEWSPRINT - COLOURED,,"9,455",
31-12-26,NGARIAMA PAPER & STATIONERS,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A4 120 PGS CB BANK SL,,"155,496",
31-12-26,NGARIAMA PAPER & STATIONERS,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A4 120 PGS CB BANK SQ,,"61,475",
31-12-26,NGARIAMA PAPER & STATIONERS,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A4 200 PGS CB BANK SL,,"142,986",
31-12-26,NGARIAMA PAPER & STATIONERS,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A4 200 PGS CB BANK SQ,,"26,340",
31-12-26,NGARIAMA PAPER & STATIONERS,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A4 96 PGS CB BANK SL,,"77,406",
31-12-26,NGARIAMA PAPER & STATIONERS,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A4 96 PGS CB BANK SQ,,"28,148",
31-12-26,NGARIAMA PAPER & STATIONERS,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A5 120 PGS CB BANK SL,,"108,486",
